Periodo,Grupo,Categoria,Actividad,Sexo,hh:mm,L.i.,L.s.,cve %
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Educación y formación,Total,2:46:00,2:02:00,3:30:00,13.407812
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Educación y formación,Hombre,2:33:00,1:47:00,3:19:00,15.420887
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Educación y formación,Mujer,2:55:00,1:49:00,4:01:00,19.168042
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Vida social,Total,1:58,1:56,2:01,1.1
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Vida social,Hombre,2:01,1:58,2:04,1.3
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Vida social,Mujer,1:56,1:53,1:59,1.3
2020-09_2021-08,Grupos de edad,De 60 a 75 años,"Vida cultural, aficiones o deporte",Total,1:14,1:12,1:16,1.6
2020-09_2021-08,Grupos de edad,De 60 a 75 años,"Vida cultural, aficiones o deporte",Hombre,1:22,1:18,1:25,2.0
2020-09_2021-08,Grupos de edad,De 60 a 75 años,"Vida cultural, aficiones o deporte",Mujer,1:07,1:04,1:09,2.0
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Uso de medios de comunicación,Total,3:49:00,3:46:00,3:53:00,0.75798426
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Uso de medios de comunicación,Hombre,3:54:00,3:49:00,3:59:00,1.0251601
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Uso de medios de comunicación,Mujer,3:46:00,3:42:00,3:49:00,0.83448635
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Actividades de cuidado personal,Total,10:28:00,10:25:00,10:32:00,0.31534359
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Actividades de cuidado personal,Hombre,10:28:00,10:23:00,10:34:00,0.4319984014382238
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Actividades de cuidado personal,Mujer,10:29:00,10:24:00,10:33:00,0.3603288714254746
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Vida religiosa,Total,0:48:00,0:47:00,0:50:00,1.4112391
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Vida religiosa,Hombre,0:42:00,0:39:00,0:44:00,2.6488113
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Vida religiosa,Mujer,0:52:00,0:50:00,0:53:00,1.5073825
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Actividades conexas a las actividades personales,Total,1:57,1:36,2:17,9.0
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Actividades conexas a las actividades personales,Hombre,2:19,1:38,2:59,15.0
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Actividades conexas a las actividades personales,Mujer,1:46,1:28,2:04,8.8
2020-09_2021-08,Grupos de edad,De 76 años y más,Actividades personales,Total,18:00,17:48,18:12,0.6
2020-09_2021-08,Grupos de edad,De 76 años y más,Actividades personales,Hombre,18:07,17:49,18:25,0.8
2020-09_2021-08,Grupos de edad,De 76 años y más,Actividades personales,Mujer,17:55,17:41,18:08,0.6
2020-09_2021-08,Grupos de edad,De 76 años y más,Educación y formación,Total,1:58:00,0:58:00,2:58:00,25.947964
2020-09_2021-08,Grupos de edad,De 76 años y más,Educación y formación,Hombre,3:00:00,3:00:00,3:00:00,0.0
2020-09_2021-08,Grupos de edad,De 76 años y más,Educación y formación,Mujer,1:57:00,0:57:00,2:57:00,26.234547
2020-09_2021-08,Grupos de edad,De 76 años y más,Vida social,Total,2:04,2:00,2:08,1.6
2020-09_2021-08,Grupos de edad,De 76 años y más,Vida social,Hombre,2:09,2:03,2:14,2.2
2020-09_2021-08,Grupos de edad,De 76 años y más,Vida social,Mujer,2:01,1:56,2:06,2.2
2020-09_2021-08,Grupos de edad,De 76 años y más,"Vida cultural, aficiones o deporte",Total,1:11,1:07,1:14,2.5
2020-09_2021-08,Grupos de edad,De 76 años y más,"Vida cultural, aficiones o deporte",Hombre,1:17,1:12,1:21,3.2
2020-09_2021-08,Grupos de edad,De 76 años y más,"Vida cultural, aficiones o deporte",Mujer,1:04,0:59,1:09,3.7
2020-09_2021-08,Grupos de edad,De 76 años y más,Uso de medios de comunicación,Total,3:59:00,3:53:00,4:05:00,1.2308731
2020-09_2021-08,Grupos de edad,De 76 años y más,Uso de medios de comunicación,Hombre,4:04:00,3:55:00,4:13:00,1.871888
2020-09_2021-08,Grupos de edad,De 76 años y más,Uso de medios de comunicación,Mujer,3:56:00,3:50:00,4:02:00,1.348922
2020-09_2021-08,Grupos de edad,De 76 años y más,Actividades de cuidado personal,Total,12:26:00,12:16:00,12:35:00,0.65612793
2020-09_2021-08,Grupos de edad,De 76 años y más,Actividades de cuidado personal,Hombre,12:31:00,12:16:00,12:47:00,1.0704956099911143
2020-09_2021-08,Grupos de edad,De 76 años y más,Actividades de cuidado personal,Mujer,12:21:00,12:11:00,12:32:00,0.7269143624860257
2020-09_2021-08,Grupos de edad,De 76 años y más,Vida religiosa,Total,0:56:00,0:54:00,0:58:00,1.8629251
2020-09_2021-08,Grupos de edad,De 76 años y más,Vida religiosa,Hombre,0:47:00,0:44:00,0:50:00,3.4547855
2020-09_2021-08,Grupos de edad,De 76 años y más,Vida religiosa,Mujer,1:01:00,0:58:00,1:03:00,1.9747235
2020-09_2021-08,Grupos de edad,De 76 años y más,Actividades conexas a las actividades personales,Total,2:19,1:24,3:13,20.1
2020-09_2021-08,Grupos de edad,De 76 años y más,Actividades conexas a las actividades personales,Hombre,2:30,0:37,4:22,38.3
2020-09_2021-08,Grupos de edad,De 76 años y más,Actividades conexas a las actividades personales,Mujer,2:10,1:30,2:50,15.6
2016-09_2017-08,Total nacional,Total nacional,Actividades personales,Total,17:25:00,17:22:00,17:29:00,0.170518291709069
2016-09_2017-08,Total nacional,Total nacional,Actividades personales,Hombre,17:36:00,17:31:00,17:40:00,0.207214984629832
2016-09_2017-08,Total nacional,Total nacional,Actividades personales,Mujer,17:15:00,17:11:00,17:19:00,0.189906301809098
2016-09_2017-08,Total nacional,Total nacional,Educación y formación,Total,6:08:00,6:02:00,6:13:00,0.76769992979105
2016-09_2017-08,Total nacional,Total nacional,Educación y formación,Hombre,6:08:00,6:01:00,6:14:00,0.950419779984917
2016-09_2017-08,Total nacional,Total nacional,Educación y formación,Mujer,6:08:00,6:01:00,6:14:00,0.888584551977195
2016-09_2017-08,Total nacional,Total nacional,Vida social,Total,2:18:00,2:16:00,2:20:00,0.678599165227222
2016-09_2017-08,Total nacional,Total nacional,Vida social,Hombre,2:23:00,2:20:00,2:25:00,0.737870044260099
2016-09_2017-08,Total nacional,Total nacional,Vida social,Mujer,2:14:00,2:12:00,2:16:00,0.733644928931816
2016-09_2017-08,Total nacional,Total nacional,"Vida cultural, aficiones o deporte",Total,1:59:00,1:57:00,2:02:00,0.903493531282684
2016-09_2017-08,Total nacional,Total nacional,"Vida cultural, aficiones o deporte",Hombre,2:04:00,2:02:00,2:07:00,0.967675357915641
2016-09_2017-08,Total nacional,Total nacional,"Vida cultural, aficiones o deporte",Mujer,1:50:00,1:47:00,1:53:00,1.39163446602089
2016-09_2017-08,Total nacional,Total nacional,Uso de medios de comunicación,Total,3:43:00,3:41:00,3:44:00,0.454874133959236
2016-09_2017-08,Total nacional,Total nacional,Uso de medios de comunicación,Hombre,3:48:00,3:46:00,3:51:00,0.546621748370555
2016-09_2017-08,Total nacional,Total nacional,Uso de medios de comunicación,Mujer,3:37:00,3:35:00,3:39:00,0.495441222045345
2016-09_2017-08,Total nacional,Total nacional,Actividades de cuidado personal,Total,10:41:00,10:39:00,10:43:00,0.163767244589269
2016-09_2017-08,Total nacional,Total nacional,Actividades de cuidado personal,Hombre,10:35:00,10:32:00,10:38:00,0.206127872910279
2016-09_2017-08,Total nacional,Total nacional,Actividades de cuidado personal,Mujer,10:46:00,10:44:00,10:49:00,0.168853658463873
2016-09_2017-08,Total nacional,Total nacional,Vida religiosa,Total,0:48:00,0:47:00,0:50:00,1.47746903160019
2016-09_2017-08,Total nacional,Total nacional,Vida religiosa,Hombre,0:46:00,0:44:00,0:48:00,2.10522360793578
2016-09_2017-08,Total nacional,Total nacional,Vida religiosa,Mujer,0:49:00,0:48:00,0:51:00,1.46560485119999
2016-09_2017-08,Total nacional,Total nacional,Actividades conexas a las actividades personales,Total,1:05:00,1:02:00,1:07:00,1.97964681398119
2016-09_2017-08,Total nacional,Total nacional,Actividades conexas a las actividades personales,Hombre,1:02:00,1:00:00,1:05:00,2.1035986016961
2016-09_2017-08,Total nacional,Total nacional,Actividades conexas a las actividades personales,Mujer,1:07:00,1:04:00,1:11:00,2.74642945779606
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Actividades personales,Total,17:33:00,17:29:00,17:36:00,0.189589160241766
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Actividades personales,Hombre,17:47:00,17:42:00,17:52:00,0.221988277572598
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Actividades personales,Mujer,17:20:00,17:15:00,17:24:00,0.215523923714959
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Educación y formación,Total,6:13:00,6:07:00,6:18:00,0.704317151775981
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Educación y formación,Hombre,6:13:00,6:07:00,6:20:00,0.869257976718719
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Educación y formación,Mujer,6:12:00,6:05:00,6:18:00,0.881188161816645
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Vida social,Total,2:23:00,2:20:00,2:25:00,0.783217718917563
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Vida social,Hombre,2:27:00,2:25:00,2:30:00,0.848488759290069
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Vida social,Mujer,2:18:00,2:16:00,2:21:00,0.838132064299339
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,"Vida cultural, aficiones o deporte",Total,2:00:00,1:57:00,2:02:00,0.992937562372279
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,"Vida cultural, aficiones o deporte",Hombre,2:04:00,2:02:00,2:07:00,1.05771735613507
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,"Vida cultural, aficiones o deporte",Mujer,1:51:00,1:48:00,1:54:00,1.49962342425185
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Uso de medios de comunicación,Total,3:52:00,3:50:00,3:54:00,0.47423502902841
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Uso de medios de comunicación,Hombre,4:00:00,3:58:00,4:03:00,0.551238961958969
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Uso de medios de comunicación,Mujer,3:44:00,3:42:00,3:47:00,0.52718953238175
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Actividades de cuidado personal,Total,10:30:00,10:28:00,10:32:00,0.163833788011084
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Actividades de cuidado personal,Hombre,10:23:00,10:21:00,10:25:00,0.197017772412646
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Actividades de cuidado personal,Mujer,10:37:00,10:34:00,10:39:00,0.181104296858013
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Vida religiosa,Total,0:50:00,0:48:00,0:51:00,1.50753311494747
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Vida religiosa,Hombre,0:48:00,0:46:00,0:50:00,2.22370479529392
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Vida religiosa,Mujer,0:51:00,0:49:00,0:52:00,1.54671164076879
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Actividades conexas a las actividades personales,Total,1:05:00,1:02:00,1:08:00,2.00187931177497
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Actividades conexas a las actividades personales,Hombre,1:03:00,1:00:00,1:06:00,2.32824035075735
2016-09_2017-08,Dominio geográfico,Cabeceras municipales,Actividades conexas a las actividades personales,Mujer,1:07:00,1:04:00,1:10:00,2.40447210760268
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Actividades personales,Total,17:01:00,16:53:00,17:08:00,0.38728755498844
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Actividades personales,Hombre,17:01:00,16:51:00,17:12:00,0.510991621940553
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Actividades personales,Mujer,17:00:00,16:52:00,17:08:00,0.391562622306311
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Educación y formación,Total,5:50:00,5:33:00,6:08:00,2.52018102644663
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Educación y formación,Hombre,5:47:00,5:26:00,6:08:00,3.05114653594868
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Educación y formación,Mujer,5:54:00,5:36:00,6:12:00,2.60917448570597
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Vida social,Total,2:04:00,2:01:00,2:07:00,1.25817565765878
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Vida social,Hombre,2:09:00,2:05:00,2:13:00,1.46151396344
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Vida social,Mujer,1:59:00,1:56:00,2:02:00,1.3580149311286
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,"Vida cultural, aficiones o deporte",Total,1:58:00,1:53:00,2:03:00,2.14631849662015
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,"Vida cultural, aficiones o deporte",Hombre,2:03:00,1:58:00,2:09:00,2.31603403456727
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,"Vida cultural, aficiones o deporte",Mujer,1:43:00,1:35:00,1:50:00,3.69573553541313
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Uso de medios de comunicación,Total,3:08:00,3:04:00,3:13:00,1.23353872626328
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Uso de medios de comunicación,Hombre,3:08:00,3:03:00,3:14:00,1.55585367893043
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Uso de medios de comunicación,Mujer,3:08:00,3:04:00,3:13:00,1.2475716437763
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Actividades de cuidado personal,Total,11:16:00,11:11:00,11:22:00,0.397036330642311
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Actividades de cuidado personal,Hombre,11:11:00,11:05:00,11:18:00,0.520500224578462
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Actividades de cuidado personal,Mujer,11:22:00,11:17:00,11:27:00,0.373423567510477
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Vida religiosa,Total,0:43:00,0:41:00,0:46:00,3.35097091754187
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Vida religiosa,Hombre,0:40:00,0:36:00,0:44:00,4.60676949331748
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Vida religiosa,Mujer,0:46:00,0:43:00,0:49:00,3.17627033104255
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Actividades conexas a las actividades personales,Total,1:04:00,0:58:00,1:11:00,5.42355796085261
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Actividades conexas a las actividades personales,Hombre,0:59:00,0:53:00,1:05:00,4.91648092415769
2016-09_2017-08,Dominio geográfico,Centros poblados y rural disperso,Actividades conexas a las actividades personales,Mujer,1:10:00,0:57:00,1:22:00,9.16738926891614
2016-09_2017-08,Regiones,Caribe,Actividades personales,Total,17:40:00,17:34:00,17:45:00,0.270687586597923
2016-09_2017-08,Regiones,Caribe,Actividades personales,Hombre,17:47:00,17:39:00,17:54:00,0.362126905419655
2016-09_2017-08,Regiones,Caribe,Actividades personales,Mujer,17:33:00,17:27:00,17:39:00,0.29858175751389
2016-09_2017-08,Regiones,Caribe,Educación y formación,Total,5:51:00,5:37:00,6:06:00,2.0454353250013
2016-09_2017-08,Regiones,Caribe,Educación y formación,Hombre,5:55:00,5:40:00,6:11:00,2.26441317086451
2016-09_2017-08,Regiones,Caribe,Educación y formación,Mujer,5:47:00,5:32:00,6:03:00,2.27711913562072
2016-09_2017-08,Regiones,Caribe,Vida social,Total,2:18:00,2:15:00,2:21:00,1.02307249162653
2016-09_2017-08,Regiones,Caribe,Vida social,Hombre,2:24:00,2:20:00,2:27:00,1.16459002099997
2016-09_2017-08,Regiones,Caribe,Vida social,Mujer,2:12:00,2:09:00,2:15:00,1.08698743038713
2016-09_2017-08,Regiones,Caribe,"Vida cultural, aficiones o deporte",Total,2:03:00,1:59:00,2:08:00,1.78228981656171
2016-09_2017-08,Regiones,Caribe,"Vida cultural, aficiones o deporte",Hombre,2:08:00,2:02:00,2:13:00,2.03829451045116
2016-09_2017-08,Regiones,Caribe,"Vida cultural, aficiones o deporte",Mujer,1:52:00,1:46:00,1:58:00,2.84442828535913
2016-09_2017-08,Regiones,Caribe,Uso de medios de comunicación,Total,3:17:00,3:14:00,3:20:00,0.78101389096139
2016-09_2017-08,Regiones,Caribe,Uso de medios de comunicación,Hombre,3:21:00,3:17:00,3:24:00,0.939226933513544
2016-09_2017-08,Regiones,Caribe,Uso de medios de comunicación,Mujer,3:13:00,3:09:00,3:16:00,0.873993812071775
2016-09_2017-08,Regiones,Caribe,Actividades de cuidado personal,Total,11:23:00,11:18:00,11:28:00,0.372030361235493
2016-09_2017-08,Regiones,Caribe,Actividades de cuidado personal,Hombre,11:13:00,11:06:00,11:20:00,0.528832505092146
2016-09_2017-08,Regiones,Caribe,Actividades de cuidado personal,Mujer,11:33:00,11:28:00,11:37:00,0.314943958699218
2016-09_2017-08,Regiones,Caribe,Vida religiosa,Total,0:51:00,0:48:00,0:54:00,3.24760102996403
2016-09_2017-08,Regiones,Caribe,Vida religiosa,Hombre,0:51:00,0:46:00,0:56:00,5.07650121890658
2016-09_2017-08,Regiones,Caribe,Vida religiosa,Mujer,0:51:00,0:48:00,0:54:00,2.97743244329572
2016-09_2017-08,Regiones,Caribe,Actividades conexas a las actividades personales,Total,0:56:00,0:53:00,1:00:00,3.293022150379
2016-09_2017-08,Regiones,Caribe,Actividades conexas a las actividades personales,Hombre,0:56:00,0:52:00,1:00:00,3.67814336475142
2016-09_2017-08,Regiones,Caribe,Actividades conexas a las actividades personales,Mujer,0:57:00,0:52:00,1:02:00,4.25228103682893
2016-09_2017-08,Regiones,Central,Actividades personales,Total,17:38:00,17:32:00,17:45:00,0.305856359309519
2016-09_2017-08,Regiones,Central,Actividades personales,Hombre,17:52:00,17:44:00,18:00:00,0.370713141884231
2016-09_2017-08,Regiones,Central,Actividades personales,Mujer,17:26:00,17:19:00,17:33:00,0.327953901878117
2016-09_2017-08,Regiones,Central,Educación y formación,Total,6:07:00,5:58:00,6:16:00,1.24899705159325
2016-09_2017-08,Regiones,Central,Educación y formación,Hombre,6:08:00,5:58:00,6:19:00,1.49749326799339
2016-09_2017-08,Regiones,Central,Educación y formación,Mujer,6:06:00,5:55:00,6:18:00,1.6219716689443
2016-09_2017-08,Regiones,Central,Vida social,Total,2:18:00,2:15:00,2:21:00,1.07087948799536
2016-09_2017-08,Regiones,Central,Vida social,Hombre,2:24:00,2:20:00,2:27:00,1.22669195213074
2016-09_2017-08,Regiones,Central,Vida social,Mujer,2:12:00,2:09:00,2:15:00,1.15292251707395
2016-09_2017-08,Regiones,Central,"Vida cultural, aficiones o deporte",Total,2:03:00,1:59:00,2:07:00,1.58181414828473
2016-09_2017-08,Regiones,Central,"Vida cultural, aficiones o deporte",Hombre,2:10:00,2:05:00,2:14:00,1.74955696202275
2016-09_2017-08,Regiones,Central,"Vida cultural, aficiones o deporte",Mujer,1:51:00,1:46:00,1:56:00,2.20768132166509
2016-09_2017-08,Regiones,Central,Uso de medios de comunicación,Total,3:50:00,3:46:00,3:53:00,0.800482679012963
2016-09_2017-08,Regiones,Central,Uso de medios de comunicación,Hombre,3:56:00,3:52:00,4:01:00,0.965179546079214
2016-09_2017-08,Regiones,Central,Uso de medios de comunicación,Mujer,3:44:00,3:40:00,3:48:00,0.905164429580755
2016-09_2017-08,Regiones,Central,Actividades de cuidado personal,Total,10:47:00,10:44:00,10:51:00,0.277583294104795
2016-09_2017-08,Regiones,Central,Actividades de cuidado personal,Hombre,10:42:00,10:38:00,10:46:00,0.32494927062359
2016-09_2017-08,Regiones,Central,Actividades de cuidado personal,Mujer,10:52:00,10:49:00,10:56:00,0.2985604784252
2016-09_2017-08,Regiones,Central,Vida religiosa,Total,0:49:00,0:46:00,0:52:00,2.71300198184902
2016-09_2017-08,Regiones,Central,Vida religiosa,Hombre,0:47:00,0:44:00,0:51:00,3.82330961341087
2016-09_2017-08,Regiones,Central,Vida religiosa,Mujer,0:50:00,0:48:00,0:53:00,2.52277928318729
2016-09_2017-08,Regiones,Central,Actividades conexas a las actividades personales,Total,1:05:00,1:00:00,1:10:00,3.80583064583325
2016-09_2017-08,Regiones,Central,Actividades conexas a las actividades personales,Hombre,1:01:00,0:56:00,1:07:00,4.71619927197803
2016-09_2017-08,Regiones,Central,Actividades conexas a las actividades personales,Mujer,1:09:00,1:03:00,1:15:00,4.45940328916104
2016-09_2017-08,Regiones,Oriental,Actividades personales,Total,17:19:00,17:09:00,17:30:00,0.504994722096326
2016-09_2017-08,Regiones,Oriental,Actividades personales,Hombre,17:32:00,17:19:00,17:46:00,0.633325277380917
2016-09_2017-08,Regiones,Oriental,Actividades personales,Mujer,17:07:00,16:54:00,17:19:00,0.605202193933923
2016-09_2017-08,Regiones,Oriental,Educación y formación,Total,6:09:00,5:54:00,6:24:00,2.10963067648297
2016-09_2017-08,Regiones,Oriental,Educación y formación,Hombre,6:05:00,5:44:00,6:26:00,2.94198618210535
2016-09_2017-08,Regiones,Oriental,Educación y formación,Mujer,6:14:00,5:58:00,6:30:00,2.20481296865281
2016-09_2017-08,Regiones,Oriental,Vida social,Total,2:08:00,2:04:00,2:12:00,1.63288346933908
2016-09_2017-08,Regiones,Oriental,Vida social,Hombre,2:14:00,2:09:00,2:19:00,1.90614917962022
2016-09_2017-08,Regiones,Oriental,Vida social,Mujer,2:02:00,1:58:00,2:06:00,1.75788629038708
2016-09_2017-08,Regiones,Oriental,"Vida cultural, aficiones o deporte",Total,1:51:00,1:46:00,1:55:00,1.97191813081663
2016-09_2017-08,Regiones,Oriental,"Vida cultural, aficiones o deporte",Hombre,1:54:00,1:49:00,1:59:00,2.12998052145365
2016-09_2017-08,Regiones,Oriental,"Vida cultural, aficiones o deporte",Mujer,1:44:00,1:37:00,1:51:00,3.56925499714503
2016-09_2017-08,Regiones,Oriental,Uso de medios de comunicación,Total,3:49:00,3:43:00,3:56:00,1.43758384810611
2016-09_2017-08,Regiones,Oriental,Uso de medios de comunicación,Hombre,3:58:00,3:50:00,4:06:00,1.74811223251021
2016-09_2017-08,Regiones,Oriental,Uso de medios de comunicación,Mujer,3:41:00,3:35:00,3:48:00,1.5021627117209
2016-09_2017-08,Regiones,Oriental,Actividades de cuidado personal,Total,10:38:00,10:33:00,10:44:00,0.430750564378702
2016-09_2017-08,Regiones,Oriental,Actividades de cuidado personal,Hombre,10:35:00,10:29:00,10:41:00,0.503985147498661
2016-09_2017-08,Regiones,Oriental,Actividades de cuidado personal,Mujer,10:42:00,10:35:00,10:48:00,0.513878288127138
2016-09_2017-08,Regiones,Oriental,Vida religiosa,Total,0:46:00,0:43:00,0:50:00,3.85025988387466
2016-09_2017-08,Regiones,Oriental,Vida religiosa,Hombre,0:43:00,0:39:00,0:47:00,4.98375423307265
2016-09_2017-08,Regiones,Oriental,Vida religiosa,Mujer,0:49:00,0:45:00,0:53:00,4.13538329028724
2016-09_2017-08,Regiones,Oriental,Actividades conexas a las actividades personales,Total,1:10:00,1:00:00,1:19:00,7.14834332318856
2016-09_2017-08,Regiones,Oriental,Actividades conexas a las actividades personales,Hombre,1:03:00,0:55:00,1:12:00,6.61294664543978
2016-09_2017-08,Regiones,Oriental,Actividades conexas a las actividades personales,Mujer,1:15:00,1:00:00,1:30:00,10.1744761859126
2016-09_2017-08,Regiones,Pacífica,Actividades personales,Total,17:45:00,17:39:00,17:52:00,0.317839977632722
2016-09_2017-08,Regiones,Pacífica,Actividades personales,Hombre,17:56:00,17:48:00,18:05:00,0.420626225572334
2016-09_2017-08,Regiones,Pacífica,Actividades personales,Mujer,17:35:00,17:28:00,17:42:00,0.337190366002208
2016-09_2017-08,Regiones,Pacífica,Educación y formación,Total,5:54:00,5:43:00,6:06:00,1.67415837890242
2016-09_2017-08,Regiones,Pacífica,Educación y formación,Hombre,5:51:00,5:38:00,6:04:00,1.88156785652739
2016-09_2017-08,Regiones,Pacífica,Educación y formación,Mujer,5:58:00,5:43:00,6:13:00,2.16913959059157
2016-09_2017-08,Regiones,Pacífica,Vida social,Total,2:17:00,2:13:00,2:20:00,1.31199054414108
2016-09_2017-08,Regiones,Pacífica,Vida social,Hombre,2:19:00,2:15:00,2:23:00,1.58859398691559
2016-09_2017-08,Regiones,Pacífica,Vida social,Mujer,2:15:00,2:11:00,2:18:00,1.42098174453893
2016-09_2017-08,Regiones,Pacífica,"Vida cultural, aficiones o deporte",Total,1:55:00,1:50:00,2:00:00,2.19177517655843
2016-09_2017-08,Regiones,Pacífica,"Vida cultural, aficiones o deporte",Hombre,2:02:00,1:56:00,2:07:00,2.36495404722405
2016-09_2017-08,Regiones,Pacífica,"Vida cultural, aficiones o deporte",Mujer,1:41:00,1:35:00,1:47:00,3.15249103618171
2016-09_2017-08,Regiones,Pacífica,Uso de medios de comunicación,Total,3:43:00,3:39:00,3:47:00,0.892291911563746
2016-09_2017-08,Regiones,Pacífica,Uso de medios de comunicación,Hombre,3:50:00,3:45:00,3:55:00,1.12021303239437
2016-09_2017-08,Regiones,Pacífica,Uso de medios de comunicación,Mujer,3:36:00,3:32:00,3:40:00,1.02201686770373
2016-09_2017-08,Regiones,Pacífica,Actividades de cuidado personal,Total,10:49:00,10:45:00,10:53:00,0.296618013405654
2016-09_2017-08,Regiones,Pacífica,Actividades de cuidado personal,Hombre,10:44:00,10:39:00,10:48:00,0.39257494945671
2016-09_2017-08,Regiones,Pacífica,Actividades de cuidado personal,Mujer,10:54:00,10:50:00,10:58:00,0.327743733196116
2016-09_2017-08,Regiones,Pacífica,Vida religiosa,Total,0:42:00,0:40:00,0:45:00,2.88277993849731
2016-09_2017-08,Regiones,Pacífica,Vida religiosa,Hombre,0:39:00,0:36:00,0:42:00,4.40392812670457
2016-09_2017-08,Regiones,Pacífica,Vida religiosa,Mujer,0:44:00,0:42:00,0:47:00,2.77557470320069
2016-09_2017-08,Regiones,Pacífica,Actividades conexas a las actividades personales,Total,0:56:00,0:52:00,0:59:00,3.50131154721436
2016-09_2017-08,Regiones,Pacífica,Actividades conexas a las actividades personales,Hombre,0:55:00,0:50:00,1:00:00,4.86287269025622
2016-09_2017-08,Regiones,Pacífica,Actividades conexas a las actividades personales,Mujer,0:56:00,0:51:00,1:01:00,4.51571205477422
2016-09_2017-08,Regiones,Bogotá,Actividades personales,Total,16:31:00,16:20:00,16:41:00,0.538646605430395
2016-09_2017-08,Regiones,Bogotá,Actividades personales,Hombre,16:37:00,16:26:00,16:48:00,0.566887839121862
2016-09_2017-08,Regiones,Bogotá,Actividades personales,Mujer,16:25:00,16:14:00,16:37:00,0.583960562032308
2016-09_2017-08,Regiones,Bogotá,Educación y formación,Total,6:39:00,6:28:00,6:50:00,1.40839059491145
2016-09_2017-08,Regiones,Bogotá,Educación y formación,Hombre,6:41:00,6:27:00,6:54:00,1.77675852731751
2016-09_2017-08,Regiones,Bogotá,Educación y formación,Mujer,6:38:00,6:26:00,6:51:00,1.64611495673201
2016-09_2017-08,Regiones,Bogotá,Vida social,Total,2:35:00,2:26:00,2:44:00,2.83271534372322
